2024-01-10 10:27:26,290 INFO Added <src.simulation.base.grid.Obstacle object at 0x1172836b0> to grid at position [12, 34]
2024-01-10 10:27:26,291 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117283a10> to grid at position [2, 8]
2024-01-10 10:27:26,291 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117283770> to grid at position [19, 35]
2024-01-10 10:27:26,291 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117283b00> to grid at position [27, 41]
2024-01-10 10:27:26,291 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117283b60> to grid at position [38, 53]
2024-01-10 10:27:26,291 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117283bc0> to grid at position [49, 66]
2024-01-10 10:27:26,291 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117283c20> to grid at position [60, 77]
2024-01-10 10:27:26,291 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117283c80> to grid at position [71, 88]
2024-01-10 10:27:26,291 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117283ce0> to grid at position [82, 95]
2024-01-10 10:27:26,291 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117283d40> to grid at position [93, 12]
2024-01-10 10:27:26,291 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117283da0> to grid at position [5, 19]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.Obstacle object at 0x117b5f590> to grid at position [12, 34]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.Obstacle object at 0x1175d59d0> to grid at position [45, 67]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.Obstacle object at 0x117b27d10> to grid at position [89, 24]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.Obstacle object at 0x117b5f560> to grid at position [56, 78]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.Obstacle object at 0x117b5efc0> to grid at position [90, 12]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.Obstacle object at 0x117b5e720> to grid at position [34, 57]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.Obstacle object at 0x117b5f5c0> to grid at position [78, 91]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.Obstacle object at 0x117b5f530> to grid at position [67, 90]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.PickupStation object at 0x117b5f650> to grid at position [5, 18]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.PickupStation object at 0x117b5f380> to grid at position [23, 45]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.PickupStation object at 0x117b5f440> to grid at position [67, 89]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.PickupStation object at 0x117b5f770> to grid at position [34, 56]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.PickupStation object at 0x117b5f7d0> to grid at position [78, 90]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.DeliveryStation object at 0x117b5f800> to grid at position [15, 27]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.DeliveryStation object at 0x117b5f830> to grid at position [39, 52]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.DeliveryStation object at 0x117b5f7a0> to grid at position [58, 71]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.DeliveryStation object at 0x117b5f8c0> to grid at position [73, 86]
2024-01-10 10:27:34,997 INFO Added <src.simulation.base.grid.DeliveryStation object at 0x117b5f8f0> to grid at position [95, 10]
2024-01-10 10:27:34,997 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117b5f950> to grid at position [2, 8]
2024-01-10 10:27:34,997 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117b5f230> to grid at position [19, 35]
2024-01-10 10:27:34,997 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117b5fa40> to grid at position [27, 41]
2024-01-10 10:27:34,997 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117b5faa0> to grid at position [38, 53]
2024-01-10 10:27:34,997 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117b5fb00> to grid at position [49, 66]
2024-01-10 10:27:34,997 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117b5fb60> to grid at position [60, 77]
2024-01-10 10:27:34,997 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117b5fbc0> to grid at position [71, 88]
2024-01-10 10:27:34,997 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117b5fc20> to grid at position [82, 95]
2024-01-10 10:27:34,997 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117b5fc80> to grid at position [93, 12]
2024-01-10 10:27:34,997 INFO Added <src.simulation.reactive_agents.TopCongestionAgent object at 0x117b5fce0> to grid at position [5, 19]
